Ano,Mes,Dia,Codigo do Item,Ordem de Producao,Horas Totais,Horas Paradas,Horas Efetivas,kg,t/h,Horas OE,Horas Disponiveis,Turno
2024,2,1,11862395,21511327,3.40,0.42,2.98,"123,390",36.29,0.42,3.23,2
2024,2,1,11862055,21511325,0.97,0.00,0.97,"40,800",42.21,0.00,0.97,2
2024,2,1,12842205,21531782,0.55,0.00,0.55,"22,350",40.64,0.00,0.55,2
2024,2,1,11862325,21531781,0.32,0.18,0.13,"3,000",9.47,0.18,0.32,2
2024,2,1,13296015,21532026,0.62,0.45,0.17,"9,000",14.59,0.45,0.17,2
2024,2,2,13296015,21532026,0.57,0.17,0.40,"13,560",23.93,0.17,0.40,1
2024,2,2,13171215,21533546,0.35,0.17,0.18,"7,710",22.03,0.17,0.35,1
2024,2,2,11862015,21531779,0.87,0.72,0.15,"7,050",8.13,0.72,0.87,1
2024,2,2,13951325,21518129,0.65,0.45,0.20,"13,590",20.91,0.45,0.65,1
2024,2,2,11906175,21523444,1.37,0.90,0.47,"22,590",16.53,0.90,1.37,1
2024,2,2,11863005,21518127,1.23,0.97,0.27,"15,000",12.16,0.97,1.07,1
2024,2,2,11863585,21531650,4.67,2.00,2.67,"120,120",25.74,2.00,4.45,1
2024,2,2,11863585,21531650,1.20,0.20,1.00,"35,850",29.88,0.20,1.20,2
2024,2,2,11860895,21534538,1.35,0.00,1.35,"37,380",27.69,0.00,1.35,2
2024,2,2,11867295,21511357,3.60,0.00,3.60,"155,790",43.28,0.00,3.60,2
2024,2,2,11862175,21539853,3.13,0.48,2.65,"96,720",30.87,0.48,2.65,2
2024,2,5,11862175,21539853,0.78,0.17,0.62,"20,400",26.04,0.17,0.62,1
2024,2,5,11862165,21518958,1.47,0.47,1.00,"37,620",25.65,0.47,1.47,1
2024,2,5,12978225,21537734,0.92,0.65,0.27,"10,020",10.93,0.65,0.60,1
2024,2,5,11863585,21515550,3.35,1.12,2.23,"77,910",23.26,1.12,3.35,1
2024,2,5,11862075,21511254,2.87,1.28,1.58,"67,080",23.40,1.28,2.12,1
2024,2,5,13947195,21537736,0.33,0.00,0.33,"8,940",26.82,0.00,0.33,1
2024,2,5,11911075,21511332,1.48,0.42,1.07,"37,290",25.14,0.42,1.48,2
2024,2,5,11862435,21537732,0.48,0.00,0.48,"14,940",30.91,0.00,0.48,2
2024,2,5,17013495,21537737,0.95,0.73,0.22,"9,240",9.73,0.73,0.68,2
2024,2,5,11862205,21511326,2.43,1.42,1.02,"82,350",33.84,1.42,2.43,2
2024,2,5,17017575,21537738,0.23,0.00,0.23,"2,010",8.61,0.00,0.23,2
2024,2,5,11863175,21548241,0.28,0.17,0.12,"1,350",4.76,0.17,0.28,2
2024,2,5,13171215,21537735,0.68,0.17,0.52,"14,910",21.82,0.17,0.68,2
2024,2,5,11863205,21548242,0.57,0.22,0.35,"7,410",13.08,0.22,0.35,2
2024,2,5,11862055,21537728,2.08,0.32,1.77,"82,500",39.60,0.32,1.77,2
2024,2,6,11862145,21537730,0.23,0.17,0.07,"1,500",6.43,0.17,0.07,1
2024,2,6,11906175,21546254,1.75,0.93,0.82,"22,650",12.94,0.93,0.82,1
2024,2,6,11862375,21551508,5.68,1.48,4.20,"164,340",28.92,1.48,5.45,1
2024,2,6,12842285,21555991,0.73,0.27,0.47,"22,170",30.23,0.27,0.73,1
2024,2,6,17138245,21556533,1.33,1.05,0.28,"18,000",13.50,1.05,1.33,1
2024,2,6,17138245,21556533,3.92,3.48,0.43,"11,745",3.00,3.48,2.07,2
2024,2,6,11863585,21551510,4.18,0.17,4.02,"156,150",37.33,0.17,4.18,2
2024,2,6,11867295,21537810,1.20,0.23,0.97,"39,000",32.50,0.23,0.97,2
2024,2,7,11867295,21537810,3.25,0.50,2.75,"117,180",36.06,0.50,3.08,1
2024,2,7,11863585,21551512,2.37,0.45,1.92,"69,960",29.56,0.45,2.37,1
2024,2,7,11867325,21551957,4.15,1.88,2.27,"78,000",18.80,1.88,2.68,1
2024,2,7,11867325,21551957,2.42,0.55,1.87,"77,820",32.20,0.55,2.42,2
2024,2,7,11867295,21518964,2.40,0.42,1.98,"77,610",32.34,0.42,2.40,2
2024,2,7,11863185,21565121,1.65,0.50,1.15,"37,560",22.76,0.50,1.65,2
2024,2,7,11862185,21551507,2.82,1.40,1.42,"58,500",20.77,1.40,2.58,2
2024,2,8,11862185,21551507,3.88,2.10,1.78,"69,000",17.77,2.10,3.72,1
2024,2,8,13952325,21557753,0.20,0.00,0.20,"3,000",15.00,0.00,0.20,1
2024,2,8,13952345,21557755,0.42,0.17,0.25,"12,240",29.38,0.17,0.42,1
2024,2,8,11862085,21551506,1.67,0.62,1.05,"37,890",22.73,0.62,1.05,1
2024,2,8,13849005,21557752,0.35,0.00,0.35,"6,000",17.14,0.00,0.35,1
2024,2,8,11911015,21568205,0.82,0.00,0.82,"22,320",27.33,0.00,0.82,1
2024,2,8,11863315,21557746,2.37,1.30,1.07,"49,500",20.92,1.30,1.07,1
2024,2,8,11863315,21557746,0.60,0.18,0.42,"16,230",27.05,0.18,0.42,2
2024,2,8,14022705,21557758,0.18,0.00,0.18,"1,500",8.18,0.00,0.18,2
2024,2,8,14022655,21557757,0.83,0.53,0.30,"12,150",14.58,0.53,0.83,2
2024,2,8,11862995,21518960,2.60,0.53,2.07,"81,990",31.53,0.53,2.60,2
2024,2,8,13599145,21557750,0.32,0.00,0.32,"7,470",23.59,0.00,0.32,2
2024,2,8,13296015,21557748,1.77,1.62,0.15,"22,290",12.62,1.62,0.77,2
2024,2,8,14022605,21565127,1.93,1.48,0.45,"21,190",10.96,1.48,1.77,2
2024,2,9,14022605,21565127,0.97,0.50,0.47,"16,300",16.86,0.50,0.80,1
2024,2,9,14022555,21576536,0.47,0.18,0.28,"5,910",12.66,0.18,0.47,1
2024,2,9,14022615,21565128,1.97,0.88,1.08,"22,500",11.44,0.88,1.97,1
2024,2,9,11862395,21537812,5.42,3.17,2.25,"81,900",15.12,3.17,4.03,1
2024,2,9,12916725,21565124,0.50,0.20,0.30,"4,890",9.78,0.20,0.30,1
2024,2,9,11856115,21568396,0.40,0.40,0.00,"6,240",15.60,0.40,0.40,1
2024,2,9,11856115,21568396,1.68,1.42,0.27,"9,360",5.56,1.42,1.68,2
2024,2,9,11910075,21568400,0.12,0.00,0.12,"1,590",13.63,0.00,0.12,2
2024,2,9,11856085,21568395,0.57,0.25,0.32,"15,270",26.95,0.25,0.57,2
2024,2,9,11863035,21568397,0.77,0.00,0.77,"30,060",39.21,0.00,0.77,2
2024,2,9,11863115,21568398,0.28,0.17,0.12,"1,650",5.82,0.17,0.28,2
2024,2,9,12485595,21576243,0.97,0.42,0.55,"14,910",15.42,0.42,0.97,2
2024,2,9,11863235,21557745,0.58,0.22,0.37,"8,152",13.97,0.22,0.58,2
2024,2,9,11863245,21568399,0.53,0.23,0.30,"11,220",21.04,0.23,0.53,2
2024,2,9,11863585,21565122,3.70,2.12,1.58,"62,400",16.86,2.12,1.58,2
2024,2,14,11863585,21565122,2.93,0.57,2.37,"93,900",32.01,0.57,2.77,1
2024,2,14,11856075,21568394,0.68,0.17,0.52,"15,150",22.17,0.17,0.68,1
2024,2,14,11860865,21565119,1.98,0.60,1.38,"37,650",18.98,0.60,1.55,1
2024,2,14,17138095,21565129,0.27,0.00,0.27,"5,280",19.80,0.00,0.27,1
2024,2,14,13849035,21603703,0.35,0.00,0.35,"5,910",16.89,0.00,0.35,1
2024,2,14,12667495,21603700,2.00,1.17,0.83,"15,776",7.89,1.17,2.00,1
2024,2,14,13824055,21603702,0.42,0.17,0.25,"4,530",10.87,0.17,0.42,1
2024,2,14,11861965,21575572,1.05,1.05,0.00,"1,500",1.43,1.05,0.72,1
2024,2,14,11861965,21575572,2.40,0.60,1.80,"80,430",33.51,0.60,2.40,2
2024,2,14,11914195,21604144,0.10,0.00,0.10,"1,020",10.20,0.00,0.10,2
2024,2,14,14348905,21573831,0.72,0.17,0.55,"11,100",15.49,0.17,0.72,2
2024,2,14,11862075,21565120,1.80,0.00,1.80,"59,790",33.22,0.00,1.80,2
2024,2,14,11862025,21604109,1.53,0.67,0.87,"37,110",24.20,0.67,1.53,2
2024,2,14,14349035,21573832,0.30,0.00,0.30,"6,250",20.83,0.00,0.30,2
2024,2,14,13809395,21557751,0.58,0.30,0.28,"7,590",13.01,0.30,0.58,2
2024,2,14,17029485,21573834,1.78,1.33,0.45,"10,500",5.89,1.33,1.63,2
2024,2,15,13171215,21611965,2.35,0.72,1.63,"44,910",19.11,0.72,2.18,1
2024,2,15,11911025,21581486,0.27,0.00,0.27,"3,000",11.25,0.00,0.27,1
2024,2,15,14022555,21577090,3.88,1.95,1.93,"38,340",9.87,1.95,3.88,1
2024,2,15,11862055,21577081,2.35,0.48,1.87,"82,770",35.22,0.48,2.35,1
2024,2,15,13947195,21565125,0.88,0.38,0.50,"7,440",8.42,0.38,0.67,1
2024,2,15,11863365,21577084,2.07,0.68,1.38,"44,850",21.70,0.68,1.63,2
2024,2,15,13296015,21604334,1.00,0.17,0.83,"22,410",22.41,0.17,1.00,2
2024,2,15,13508625,21607782,0.25,0.00,0.25,"2,150",8.60,0.00,0.25,2
2024,2,15,17017215,21605554,1.33,0.00,1.33,"27,390",20.54,0.00,1.33,2
2024,2,15,17128705,21607783,0.33,0.00,0.33,"5,430",16.29,0.00,0.33,2
2024,2,15,11863235,21613351,0.35,0.00,0.35,"4,560",13.03,0.00,0.35,2
2024,2,15,11863585,21577086,3.90,1.12,2.78,"113,880",29.20,1.12,3.50,2
2024,2,16,11863585,21577086,1.55,0.50,1.05,"43,890",28.32,0.50,1.38,1
2024,2,16,13849035,21613730,0.35,0.00,0.35,"7,500",21.43,0.00,0.35,1
2024,2,16,11862175,21537808,6.62,2.68,3.93,"155,820",23.55,2.68,6.05,1
2024,2,16,13824055,21621655,1.23,0.00,1.23,"41,877",33.95,0.00,1.23,1
2024,2,16,13824055,21621655,0.47,0.00,0.47,"13,653",29.26,0.00,0.47,2
2024,2,16,11867145,21607274,1.18,0.78,0.40,"14,880",12.57,0.78,0.57,2
2024,2,16,11867205,21577087,3.73,0.67,3.07,"112,260",30.07,0.67,3.73,2
2024,2,16,11869645,21621661,1.85,0.50,1.35,"37,470",20.25,0.50,1.85,2
2024,2,16,12978245,21607276,0.27,0.00,0.27,"1,500",5.63,0.00,0.27,2
2024,2,16,13848995,21621656,0.78,0.33,0.45,"19,380",24.74,0.33,0.78,2
2024,2,16,11862375,21607273,0.95,0.80,0.15,"4,500",4.74,0.80,0.33,2
2024,2,19,11862375,21607273,2.87,1.58,1.28,"78,000",27.21,1.58,2.70,1
2024,2,19,13296715,21604335,0.17,0.00,0.17,"3,000",18.00,0.00,0.17,1
2024,2,19,12969685,21581487,0.88,0.60,0.28,"7,500",8.49,0.60,0.88,1
2024,2,19,11911075,21624245,2.00,0.63,1.37,"37,500",18.75,0.63,2.00,1
2024,2,19,11862775,21624243,0.15,0.00,0.15,"1,500",10.00,0.00,0.15,1
2024,2,19,12842125,21557747,0.77,0.30,0.47,"22,260",29.03,0.30,0.77,1
2024,2,19,17025715,21624252,0.08,0.00,0.08,"1,500",18.00,0.00,0.08,1
2024,2,19,13951355,21613731,0.92,0.33,0.58,"16,110",17.57,0.33,0.92,1
2024,2,19,13931985,21607885,1.15,0.00,1.15,"30,510",26.53,0.00,1.15,1
2024,2,19,13296015,21625271,0.65,0.17,0.48,"16,500",25.38,0.17,0.65,1
2024,2,19,13296015,21625271,1.07,0.58,0.48,"16,590",15.55,0.58,1.07,2
2024,2,19,12663555,2163106,0.87,0.17,0.70,"22,470",25.93,0.17,0.87,2
2024,2,19,14022595,21624251,0.85,0.25,0.60,"22,110",26.01,0.25,0.85,2
2024,2,19,11862205,21625270,0.75,0.45,0.30,"14,910",19.88,0.45,0.75,2
2024,2,19,11911015,21607884,2.73,0.25,2.48,"75,000",27.44,0.25,2.73,2
2024,2,19,13849655,21624247,0.17,0.00,0.17,"4,500",27.00,0.00,0.17,2
2024,2,19,13849665,21624248,0.23,0.00,0.23,"6,000",25.71,0.00,0.23,2
2024,2,19,13952725,21624250,0.77,0.62,0.15,"4,530",5.91,0.62,0.40,2
2024,2,19,11862035,21607893,1.77,0.63,1.13,"45,000",25.47,0.63,1.62,2
2024,2,20,12916725,21606992,0.60,0.17,0.43,"4,380",7.30,0.17,0.43,1
2024,2,20,14022635,21613779,2.28,1.23,1.05,"37,170",16.28,1.23,2.28,1
2024,2,20,11906065,21631060,0.27,0.00,0.27,"7,590",28.46,0.00,0.27,1
2024,2,20,11862065,21624241,0.68,0.33,0.35,"12,990",19.01,0.33,0.68,1
2024,2,20,11860775,21631059,0.83,0.00,0.83,"22,650",27.18,0.00,0.83,1
2024,2,20,11863235,21624244,1.28,0.28,1.00,"22,560",17.58,0.28,1.28,1
2024,2,20,11867295,21632290,3.75,1.12,2.63,"107,640",28.70,1.12,3.75,1
2024,2,20,11867295,21632290,1.50,0.33,1.17,"48,510",32.34,0.33,1.50,2
2024,2,20,11862195,21632710,1.03,0.72,0.32,"12,060",11.67,0.72,1.03,2
2024,2,20,13735595,21638538,0.45,0.33,0.12,"3,060",6.80,0.33,0.45,2
2024,2,20,11869645,21577088,4.13,1.65,2.48,"89,940",21.76,1.65,3.73,2
2024,2,20,13849705,21624501,0.22,0.00,0.22,"1,530",7.06,0.00,0.22,2
2024,2,20,13848995,21632711,1.15,0.23,0.92,"31,260",27.18,0.23,1.15,2
2024,2,20,13735105,21624500,0.27,0.00,0.27,"4,500",16.87,0.00,0.27,2
2024,2,20,11867325,21624499,0.47,0.32,0.15,"6,240",13.37,0.32,0.15,2
2024,2,21,11867325,21624499,4.60,1.73,2.87,"111,900",24.33,1.73,4.43,1
2024,2,21,11862085,21639286,2.57,0.68,1.88,"74,610",29.07,0.68,2.17,1
2024,2,21,14349035,21607888,0.23,0.00,0.23,"2,500",10.71,0.00,0.23,1
2024,2,21,13952345,21633447,0.70,0.35,0.35,"12,090",17.27,0.35,0.70,1
2024,2,21,12916725,21645213,1.15,0.78,0.37,"6,810",5.92,0.78,0.65,1
2024,2,21,12663565,21633442,0.47,0.00,0.47,"12,000",25.71,0.00,0.47,1
2024,2,21,12663565,21633442,0.95,0.40,0.55,"25,410",26.75,0.40,0.95,2
2024,2,21,13952325,21633446,0.23,0.00,0.23,"2,970",12.73,0.00,0.23,2
2024,2,21,13931985,21640177,0.38,0.30,0.08,"2,940",7.67,0.30,0.38,2
2024,2,21,13986725,21633449,0.62,0.30,0.32,"14,940",24.23,0.30,0.62,2
2024,2,21,12663555,21645445,0.17,0.00,0.17,"2,970",17.82,0.00,0.17,2
2024,2,21,12485595,21577089,2.95,0.28,2.67,"111,930",37.94,0.28,2.95,2
2024,2,21,17104405,21633450,0.60,0.33,0.27,"5,225",8.71,0.33,0.60,2
2024,2,21,14348905,21607887,0.33,0.00,0.33,"8,675",26.02,0.00,0.33,2
2024,2,21,17175895,21633451,0.68,0.42,0.27,"9,120",13.35,0.42,0.68,2
2024,2,21,11862185,21645982,1.87,0.00,1.87,"82,500",44.20,0.00,1.87,2
2024,2,21,13935485,21633445,0.38,0.23,0.15,"4,500",11.74,0.23,0.15,2
2024,2,22,13935485,21633445,0.27,0.17,0.10,"1,470",5.51,0.17,0.10,1
2024,2,22,13599145,21633444,0.30,0.00,0.30,"7,440",24.80,0.00,0.30,1
2024,2,22,13296015,21645912,1.47,0.88,0.58,"22,740",15.50,0.88,1.47,1
2024,2,22,17111915,21645914,0.90,0.42,0.48,"12,125",13.47,0.42,0.90,1
2024,2,22,12425015,21645911,0.28,0.00,0.28,"4,450",15.71,0.00,0.28,1
2024,2,22,11867295,21650416,5.33,1.45,3.88,"156,300",29.31,1.45,5.07,1
2024,2,22,11863185,21645910,1.15,0.27,0.88,"31,500",27.39,0.27,1.15,1
2024,2,22,11863185,21645910,0.20,0.00,0.20,"5,850",29.25,0.00,0.20,2
2024,2,22,11862175,21637006,4.63,0.93,3.70,"155,760",33.62,0.93,4.63,2
2024,2,22,11860895,21537807,1.03,0.00,1.03,"37,470",36.26,0.00,1.03,2
2024,2,22,11862375,21654381,3.42,1.72,1.70,"70,950",20.77,1.72,2.03,2
2024,2,23,11862375,21654381,2.82,0.37,2.45,"94,050",33.39,0.37,2.45,1
2024,2,23,17289945,21654010,1.03,0.53,0.50,"13,832",13.39,0.53,1.03,1
2024,2,23,11863315,21577083,2.28,0.00,2.28,"82,140",35.97,0.00,2.28,1
2024,2,23,11862205,21637004,3.62,1.92,1.70,"61,500",17.00,1.92,2.82,1
2024,2,23,11862205,21637004,0.42,0.00,0.42,"13,230",31.75,0.00,0.42,2
2024,2,23,11862075,21657033,2.32,0.17,2.15,"81,810",35.31,0.17,2.32,2
2024,2,23,11862395,21654487,4.25,1.82,2.43,"82,140",19.33,1.82,3.25,2
2024,2,23,12663555,21662452,2.30,0.32,1.98,"60,000",26.09,0.32,1.98,2
2024,2,26,12663555,21662452,2.97,0.17,2.80,"90,000",30.34,0.17,2.80,1
2024,2,26,11860775,21664791,1.82,0.23,1.58,"44,750",24.63,0.23,1.82,1
2024,2,26,11863025,21607883,2.00,0.00,2.00,"82,170",41.09,0.00,2.00,1
2024,2,26,13951355,21665714,0.42,0.00,0.42,"13,740",32.98,0.00,0.42,1
2024,2,26,11906055,21672049,2.53,1.85,0.68,"31,500",12.43,1.85,2.07,1
2024,2,26,11906055,21672049,3.18,1.22,1.97,"80,730",25.36,1.22,2.38,2
2024,2,26,13947175,21654008,0.17,0.00,0.17,"2,970",17.82,0.00,0.17,2
2024,2,26,11857055,21665134,0.42,0.30,0.12,"2,744",6.59,0.30,0.42,2
2024,2,26,12424995,21665712,0.62,0.45,0.17,"3,975",6.45,0.45,0.62,2
2024,2,26,11862205,21672478,2.25,0.33,1.92,"82,350",36.60,0.33,2.25,2
2024,2,26,17227075,21607892,0.70,0.50,0.20,"4,620",6.60,0.50,0.70,2
2024,2,26,13968355,21672480,0.78,0.23,0.55,"16,500",21.06,0.23,0.78,2
2024,2,26,17015255,21665715,0.32,0.00,0.32,"6,690",21.13,0.00,0.32,2
2024,2,26,11862145,21673133,0.27,0.17,0.10,"1,020",3.83,0.17,0.10,2
2024,2,26,11906175,21672479,0.48,0.37,0.12,"4,500",9.31,0.37,0.33,2
2024,2,27,11906175,21672479,1.57,0.78,0.78,"18,270",11.66,0.78,1.10,1
2024,2,27,11867295,21633441,4.23,0.17,4.07,"156,000",36.85,0.17,4.23,1
2024,2,27,13824055,21665713,1.33,0.50,0.83,"28,560",21.42,0.50,1.33,1
2024,2,27,11863585,21665709,2.62,0.45,2.17,"88,920",33.98,0.45,2.62,1
2024,2,27,11863585,21665709,1.68,0.13,1.55,"66,750",39.65,0.13,1.68,2
2024,2,27,11863185,21665707,2.02,0.55,1.47,"37,320",18.51,0.55,2.02,2
2024,2,27,11862195,21680582,1.22,0.63,0.58,"15,120",12.43,0.63,1.05,2
2024,2,27,12819185,21632293,0.57,0.42,0.15,"4,530",7.99,0.42,0.15,2
2024,2,27,14448205,21645913,0.82,0.00,0.82,"30,120",36.88,0.00,0.82,2
2024,2,27,11869705,21633465,1.68,0.43,1.25,"37,500",22.28,0.43,1.68,2
2024,2,27,11862395,21665706,1.25,0.98,0.27,"18,000",14.40,0.98,0.58,2
2024,2,28,11862395,21665706,3.88,1.60,2.28,"94,500",24.33,1.60,3.02,1
2024,2,28,12842205,21681287,0.82,0.00,0.82,"22,170",27.15,0.00,0.82,1
2024,2,28,11863315,21687957,2.38,0.17,2.22,"82,500",34.62,0.17,2.38,1
2024,2,28,17017575,21674941,0.35,0.00,0.35,"9,000",25.71,0.00,0.35,1
2024,2,28,13296015,21681289,1.72,0.47,1.25,"34,500",20.10,0.47,1.72,1
2024,2,28,11906065,21681286,0.57,0.00,0.57,"12,000",21.18,0.00,0.57,1
2024,2,28,11906065,21681286,1.75,0.90,0.85,"33,060",18.89,0.90,1.60,2
2024,2,28,14022555,21681295,0.67,0.47,0.20,"2,940",4.41,0.47,0.20,2
2024,2,28,14240325,21681299,0.80,0.25,0.55,"22,380",27.98,0.25,0.80,2
2024,2,28,11862995,21683465,4.27,2.33,1.93,"82,200",19.27,2.33,4.27,2
2024,2,28,14224515,21681296,1.78,0.98,0.80,"22,500",12.62,0.98,1.63,2
2024,2,29,14224515,21681296,0.87,0.17,0.70,"15,090",17.41,0.17,0.70,1
2024,2,29,13735065,21675603,0.67,0.00,0.67,"14,940",22.41,0.00,0.67,1
2024,2,29,11862185,21687935,1.22,0.00,1.22,"44,790",36.81,0.00,1.22,1
2024,2,29,13296715,21681291,0.45,0.20,0.25,"7,500",16.67,0.20,0.45,1
2024,2,29,13947185,21681293,0.62,0.00,0.62,"22,500",36.49,0.00,0.62,1
2024,2,29,17006885,21681300,0.53,0.17,0.37,"6,625",12.42,0.17,0.37,1
2024,2,29,11867295,21683248,4.75,0.67,4.08,"156,090",32.86,0.67,4.32,1
2024,2,29,11862175,21683242,0.58,0.00,0.58,"20,280",34.77,0.00,0.58,1
2024,2,29,11862175,21683242,4.60,1.02,3.58,"134,880",29.32,1.02,4.60,2
2024,2,29,11863585,21665710,3.37,1.08,2.28,"77,790",23.11,1.08,3.37,2
2024,2,29,13824055,21695605,1.33,0.98,0.35,"15,000",11.25,0.98,1.10,2
2024,3,1,13824055,21695605,1.13,0.58,0.55,"15,120",13.34,0.58,0.97,1
2024,3,1,17260275,21645923,2.92,1.68,1.23,"22,440",7.69,1.68,1.57,1
2024,3,1,11862185,21665704,4.10,2.38,1.72,"73,980",18.04,2.38,2.70,1
2024,3,1,12916725,21687936,0.77,0.35,0.42,"7,350",9.59,0.35,0.77,1
2024,3,1,17138245,21674937,0.70,0.38,0.32,"10,000",14.29,0.38,0.70,1
2024,3,1,11863025,21683247,0.10,0.00,0.10,"1,500",15.00,0.00,0.10,1
2024,3,1,11863025,21683247,2.35,0.00,2.35,"80,370",34.20,0.00,2.35,2
2024,3,1,17029485,21607890,0.52,0.25,0.27,"12,000",23.23,0.25,0.52,2
2024,3,1,17138245,21674938,3.55,0.00,3.55,"10,000",2.82,0.00,3.55,2
2024,3,1,12663555,21637005,2.53,0.15,2.38,"75,000",29.61,0.15,2.38,2
2024,3,4,14022525,21681294,0.88,0.33,0.55,"7,500",8.49,0.33,0.72,1
2024,3,4,17138245,21674939,1.13,0.57,0.57,"9,960",8.79,0.57,1.13,1
2024,3,4,14323965,21683467,0.73,0.00,0.73,"16,860",22.99,0.00,0.73,1
2024,3,4,11862055,21683464,3.15,0.70,2.45,"82,020",26.04,0.70,3.15,1
2024,3,4,13947225,21713610,0.10,0.00,0.10,"1,020",10.20,0.00,0.10,1
2024,3,4,13947195,21713609,0.47,0.25,0.22,"4,440",9.51,0.25,0.47,1
2024,3,4,14348825,21688910,0.15,0.00,0.15,"1,150",7.67,0.00,0.15,1
2024,3,4,14022555,21690512,0.20,0.17,0.03,"1,530",7.65,0.17,0.20,1
2024,3,4,11862205,21699021,2.85,0.33,2.52,"103,950",36.47,0.33,2.85,1
2024,3,4,11862205,21699021,2.33,1.92,0.42,"19,350",8.29,1.92,0.42,2
2024,3,4,17327275,21706237,0.37,0.28,0.08,"6,480",17.67,0.28,0.22,2
2024,3,4,11862015,21699019,1.03,0.33,0.70,"22,620",21.89,0.33,1.03,2
2024,3,4,11863235,21699022,1.73,0.67,1.07,"37,350",21.55,0.67,1.73,2
2024,3,4,11863025,21706234,3.80,0.78,3.02,"128,700",33.87,0.78,3.48,2
2024,3,5,11863025,21706234,1.78,0.87,0.92,"34,320",19.24,0.87,1.62,1
2024,3,5,11862035,21714757,5.20,3.50,1.70,"44,610",8.58,3.50,4.20,1
2024,3,5,11862395,21720938,1.87,0.00,1.87,"82,140",44.00,0.00,1.87,1
2024,3,5,13952725,21720712,0.90,0.55,0.35,"15,000",16.67,0.55,0.35,1
2024,3,5,12842265,21714759,0.60,0.00,0.60,"15,000",25.00,0.00,0.60,2
2024,3,5,12663555,21721641,1.25,0.25,1.00,"35,850",28.68,0.25,1.25,2
2024,3,5,14022635,21699028,1.30,1.12,0.18,"22,350",17.19,1.12,0.70,2
2024,3,5,14022555,21721642,1.20,0.00,1.20,"10,620",8.85,0.00,1.20,2
2024,3,5,14022555,21724662,0.18,0.00,0.18,"1,530",8.35,0.00,0.18,2
2024,3,5,11906175,21706235,0.82,0.00,0.82,"22,680",27.77,0.00,0.82,2
2024,3,5,11863585,21699024,3.88,1.05,2.83,"115,440",29.73,1.05,3.65,2
2024,3,6,11863585,21699024,1.40,0.68,0.72,"40,860",29.19,0.68,1.23,1
2024,3,6,13848995,21722298,0.38,0.00,0.38,"7,500",19.57,0.00,0.38,1
2024,3,6,13849035,21714760,1.02,0.00,1.02,"14,820",14.58,0.00,1.02,1
2024,3,6,13735105,21704859,1.27,0.45,0.82,"22,710",17.93,0.45,0.98,1
2024,3,6,12978225,21722294,0.42,0.00,0.42,"8,400",20.16,0.00,0.42,1
2024,3,6,17319805,21722360,0.68,0.00,0.68,"5,370",7.86,0.00,0.68,1
2024,3,6,11862395,21729438,4.53,1.03,3.50,"151,500",33.42,1.03,3.83,1
2024,3,6,11862395,21729438,0.40,0.00,0.40,"12,300",30.75,0.00,0.40,2
2024,3,6,13849055,21723886,0.28,0.17,0.12,"5,940",20.96,0.17,0.28,2
2024,3,6,13849005,21723885,0.97,0.47,0.50,"22,830",23.62,0.47,0.97,2
2024,3,6,13849655,21730168,0.28,0.17,0.12,"2,010",7.09,0.17,0.28,2
2024,3,6,13952725,21730169,0.15,0.00,0.15,"3,000",20.00,0.00,0.15,2
2024,3,6,11862375,21732220,3.88,0.00,3.88,"163,830",42.19,0.00,3.88,2
2024,3,6,13849215,2172388,0.20,0.00,0.20,"4,410",22.05,0.00,0.20,2
2024,3,6,13944935,21723889,1.37,0.93,0.43,"14,820",10.84,0.93,1.37,2
2024,3,6,12842125,21730167,1.17,0.17,1.00,"37,140",31.83,0.17,1.17,2
2024,3,6,17011005,21730480,0.23,0.00,0.23,"4,200",18.00,0.00,0.23,2
2024,3,6,14022705,21723891,0.23,0.23,0.00,"1,500",6.43,0.23,0.00,2
2024,3,7,14022705,21723891,0.50,0.17,0.33,"7,380",14.76,0.17,0.33,1
2024,3,7,14022615,21730170,1.43,0.40,1.03,"22,380",15.61,0.40,1.43,1
2024,3,7,13968575,21723890,0.38,0.00,0.38,"10,470",27.31,0.00,0.38,1
2024,3,7,14022685,21730479,0.97,0.53,0.43,"10,410",10.77,0.53,0.97,1
2024,3,7,17017215,21730171,0.55,0.20,0.35,"5,940",10.80,0.20,0.55,1
2024,3,7,11862115,21730478,1.15,0.22,0.93,"22,560",19.62,0.22,1.15,1
2024,3,7,11867325,21716215,4.55,0.20,4.35,"155,430",34.16,0.20,4.35,1
2024,3,7,13848995,21737322,0.15,0.00,0.15,"6,000",40.00,0.00,0.15,1
2024,3,7,13848995,21737322,0.38,0.00,0.38,"8,910",23.24,0.00,0.38,2
2024,3,7,13849125,21737323,0.73,0.53,0.20,"7,470",10.19,0.53,0.73,2
2024,3,7,11867295,21699025,4.42,0.42,4.00,"154,800",35.05,0.42,4.00,2
2024,3,7,13824055,21739076,0.67,0.00,0.67,"22,440",33.66,0.00,0.67,2
2024,3,7,11862175,21699020,3.07,0.53,2.53,"101,400",33.07,0.53,2.75,2
2024,3,8,11862175,21699020,1.73,0.50,1.23,"56,160",32.40,0.50,1.57,1
2024,3,8,11867185,21704876,3.48,1.00,2.48,"78,000",22.39,1.00,3.48,1
2024,3,8,11862395,21730741,3.92,1.20,2.72,"102,000",26.04,1.20,3.32,1
2024,3,8,13951355,21741517,0.20,0.00,0.20,"4,500",22.50,0.00,0.20,1
